"Id","LineNum","Amount","DetailType","DepositLineDetail.Entity.value","DepositLineDetail.Entity.name","DepositLineDetail.Entity.type","DepositLineDetail.ClassRef.value","DepositLineDetail.ClassRef.name","DepositLineDetail.AccountRef.value","DepositLineDetail.AccountRef.name","Parent_Id","TxnDate","DocNumber","DepositLineDetail.CheckNum","Description","DepositLineDetail.PaymentMethodRef.value","DepositLineDetail.PaymentMethodRef.name","LinkedTxn[0].TxnId","LinkedTxn[0].TxnType","LinkedTxn[0].TxnLineId","ProjectRef.value","Parent_Entity"
,,"12.57",,,,,,,,,"48262","2025-09-19",,,#6904,,,"48114",SalesReceipt,"0",,Deposit
"1","1.0",-13.92,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","48262","2025-09-19",,,,,,,,,,Deposit
"1","1.0","38.22",DepositLineDetail,,,,"842103",KOZICO,"75","5000-08 Other Revenue","48267","2025-09-18",,,,,,,,,,Deposit
"1","1.0","4186.9",DepositLineDetail,"131",Direct,CUSTOMER,"842100",HFTCO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48268","2025-09-17",,,,,,,,,,Deposit
"2","2.0",-81.02,DepositLineDetail,,,,"842100",HFTCO,"59","3400-03 Deferred Revenue:Credit Card Fees","48268","2025-09-17",,,,,,,,,,Deposit
"1","1.0","2349.14",DepositLineDetail,"190",KDirect,CUSTOMER,"842103",KOZICO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48269","2025-09-17",,,,,,,,,,Deposit
"2","2.0",-46.9,DepositLineDetail,,,,"842103",KOZICO,"59","3400-03 Deferred Revenue:Credit Card Fees","48269","2025-09-17",,,,,,,,,,Deposit
,,"125.0",,,,,,,,,"48297","2025-09-18",,,Paid via QuickBooks Payments: Payment ID 173-537,"18",,"48253",Payment,"0",,Deposit
"1","1.0","4409.09",DepositLineDetail,"131",Direct,CUSTOMER,"842100",HFTCO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48299","2025-09-18",,,,,,,,,,Deposit
"2","2.0",-85.57,DepositLineDetail,,,,"842100",HFTCO,"59","3400-03 Deferred Revenue:Credit Card Fees","48299","2025-09-18",,,,,,,,,,Deposit
"1","1.0","4245.98",DepositLineDetail,"190",KDirect,CUSTOMER,"842103",KOZICO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48300","2025-09-18",,,,,,,,,,Deposit
"2","2.0",-82.48,DepositLineDetail,,,,"842103",KOZICO,"59","3400-03 Deferred Revenue:Credit Card Fees","48300","2025-09-18",,,,,,,,,,Deposit
"1","1.0","5161.13",DepositLineDetail,"131",Direct,CUSTOMER,"842100",HFTCO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48354","2025-09-20",,,,,,,,,,Deposit
"2","2.0",-100.33,DepositLineDetail,,,,"842100",HFTCO,"59","3400-03 Deferred Revenue:Credit Card Fees","48354","2025-09-20",,,,,,,,,,Deposit
"1","1.0","3607.87",DepositLineDetail,"131",Direct,CUSTOMER,"842100",HFTCO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48355","2025-09-21",,,,,,,,,,Deposit
"2","2.0",-70.36,DepositLineDetail,,,,"842100",HFTCO,"59","3400-03 Deferred Revenue:Credit Card Fees","48355","2025-09-21",,,,,,,,,,Deposit
"1","1.0","2083.68",DepositLineDetail,"190",KDirect,CUSTOMER,"842103",KOZICO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48356","2025-09-19",,,,,,,,,,Deposit
"2","2.0",-41.7,DepositLineDetail,,,,"842103",KOZICO,"59","3400-03 Deferred Revenue:Credit Card Fees","48356","2025-09-19",,,,,,,,,,Deposit
"1","1.0","821.93",DepositLineDetail,"190",KDirect,CUSTOMER,"842103",KOZICO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48357","2025-09-20",,,,,,,,,,Deposit
"2","2.0",-17.13,DepositLineDetail,,,,"842103",KOZICO,"59","3400-03 Deferred Revenue:Credit Card Fees","48357","2025-09-20",,,,,,,,,,Deposit
"1","1.0","1005.21",DepositLineDetail,"190",KDirect,CUSTOMER,"842103",KOZICO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48358","2025-09-21",,,,,,,,,,Deposit
"2","2.0",-19.4,DepositLineDetail,,,,"842103",KOZICO,"59","3400-03 Deferred Revenue:Credit Card Fees","48358","2025-09-21",,,,,,,,,,Deposit
,,"41.87",,,,,,,,,"48359","2025-09-22",,,#6915,,,"48161",SalesReceipt,"0",,Deposit
,,"130.89",,,,,,,,,"48359","2025-09-22",,,#6912,,,"48164",SalesReceipt,"0",,Deposit
,,"41.88",,,,,,,,,"48359","2025-09-22",,,#6911,,,"48165",SalesReceipt,"0",,Deposit
,,"60.73",,,,,,,,,"48359","2025-09-22",,,#6914,,,"48166",SalesReceipt,"0",,Deposit
,,"20.93",,,,,,,,,"48359","2025-09-22",,,#6913,,,"48167",SalesReceipt,"0",,Deposit
"1","1.0",-8.0,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","48359","2025-09-22",,,,,,,,,,Deposit
,,"22.51",,,,,,,,,"48360","2025-09-23",,,#6916,,,"48160",SalesReceipt,"0",,Deposit
,,"62.82",,,,,,,,,"48360","2025-09-23",,,#6918,,,"48162",SalesReceipt,"0",,Deposit
,,"16.75",,,,,,,,,"48360","2025-09-23",,,#6917,,,"48163",SalesReceipt,"0",,Deposit
,,"62.84",,,,,,,,,"48360","2025-09-23",,,#6919,,,"48228",SalesReceipt,"0",,Deposit
"1","1.0",-4.46,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","48360","2025-09-23",,,,,,,,,,Deposit
"1","1.0","39769.98",DepositLineDetail,,,,"842100",HFTCO,"129","2106-01 HFT Wire Account","48381","2025-09-22",,,,,,,,,,Deposit
"1","1.0","7594.45",DepositLineDetail,,,,"842103",KOZICO,"191","2108-10 KOZI Client Trust Account","48395","2025-09-22",,,,,,,,,,Deposit
"1","1.0","9226.74",DepositLineDetail,"131",Direct,CUSTOMER,"842100",HFTCO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48435","2025-09-22",,,,,,,,,,Deposit
"2","2.0",-177.11,DepositLineDetail,,,,"842100",HFTCO,"59","3400-03 Deferred Revenue:Credit Card Fees","48435","2025-09-22",,,,,,,,,,Deposit
"1","1.0","465.97",DepositLineDetail,"190",KDirect,CUSTOMER,"842103",KOZICO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48436","2025-09-22",,,,,,,,,,Deposit
"2","2.0",-9.3,DepositLineDetail,,,,"842103",KOZICO,"59","3400-03 Deferred Revenue:Credit Card Fees","48436","2025-09-22",,,,,,,,,,Deposit
,,"73.31",,,,,,,,,"48437","2025-09-23",,,#6920,,,"48227",SalesReceipt,"0",,Deposit
,,"41.87",,,,,,,,,"48437","2025-09-23",,,#6922,,,"48263",SalesReceipt,"0",,Deposit
,,"16.75",,,,,,,,,"48437","2025-09-23",,,#6921,,,"48264",SalesReceipt,"0",,Deposit
,,"63.88",,,,,,,,,"48437","2025-09-23",,,#6924,,,"48265",SalesReceipt,"0",,Deposit
,,"23.04",,,,,,,,,"48437","2025-09-23",,,#6923,,,"48266",SalesReceipt,"0",,Deposit
"1","1.0",-5.9,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","48437","2025-09-23",,,,,,,,,,Deposit
"1","1.0","8410.74",DepositLineDetail,"131",Direct,CUSTOMER,"842100",HFTCO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48448","2025-09-23",,,,,,,,,,Deposit
"2","2.0","926.68",DepositLineDetail,"123",TravelShack LLC.,CUSTOMER,"842100",HFTCO,"14","2300-00 Accounts Receivable","48448","2025-09-23",,,,,,,,,,Deposit
"3","3.0","995.18",DepositLineDetail,"113",Project Expedition,CUSTOMER,"842100",HFTCO,"14","2300-00 Accounts Receivable","48448","2025-09-23",,,,,,,,,,Deposit
"4","4.0",-199.93,DepositLineDetail,,,,"842100",HFTCO,"59","3400-03 Deferred Revenue:Credit Card Fees","48448","2025-09-23",,,,,,,,,,Deposit
"1","1.0","2986.33",DepositLineDetail,"190",KDirect,CUSTOMER,"842103",KOZICO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48449","2025-09-23",,,,,,,,,,Deposit
"2","2.0",-58.84,DepositLineDetail,,,,"842103",KOZICO,"59","3400-03 Deferred Revenue:Credit Card Fees","48449","2025-09-23",,,,,,,,,,Deposit
,,"83.77",,,,,,,,,"48450","2025-09-25",,,#6930,,,"48301",SalesReceipt,"0",,Deposit
,,"87.96",,,,,,,,,"48450","2025-09-25",,,#6929,,,"48302",SalesReceipt,"0",,Deposit
,,"77.48",,,,,,,,,"48450","2025-09-25",,,#6926,,,"48303",SalesReceipt,"0",,Deposit
,,"65.97",,,,,,,,,"48450","2025-09-25",,,#6925,,,"48304",SalesReceipt,"0",,Deposit
,,"10.47",,,,,,,,,"48450","2025-09-25",,,#6928,,,"48305",SalesReceipt,"0",,Deposit
,,"10.47",,,,,,,,,"48450","2025-09-25",,,#6927,,,"48306",SalesReceipt,"0",,Deposit
"1","1.0",-9.54,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","48450","2025-09-25",,,,,,,,,,Deposit
"1","1.0","1794.23",DepositLineDetail,"131",Direct,CUSTOMER,"842100",HFTCO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48485","2025-09-24",,,,,,,,,,Deposit
"2","2.0",-35.3,DepositLineDetail,,,,"842100",HFTCO,"59","3400-03 Deferred Revenue:Credit Card Fees","48485","2025-09-24",,,,,,,,,,Deposit
"1","1.0","2612.42",DepositLineDetail,"190",KDirect,CUSTOMER,"842103",KOZICO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48486","2025-09-24",,,,,,,,,,Deposit
"2","2.0",-52.95,DepositLineDetail,,,,"842103",KOZICO,"59","3400-03 Deferred Revenue:Credit Card Fees","48486","2025-09-24",,,,,,,,,,Deposit
,,"126.65",,,,,,,,,"48489","2025-09-26",,,#6939,,,"48361",SalesReceipt,"0",,Deposit
,,"10.46",,,,,,,,,"48489","2025-09-26",,,#6936,,,"48362",SalesReceipt,"0",,Deposit
,,"40.5",,,,,,,,,"48489","2025-09-26",,,#6935,,,"48363",SalesReceipt,"0",,Deposit
,,"31.42",,,,,,,,,"48489","2025-09-26",,,#6938,,,"48364",SalesReceipt,"0",,Deposit
,,"12.57",,,,,,,,,"48489","2025-09-26",,,#6937,,,"48365",SalesReceipt,"0",,Deposit
,,"60.73",,,,,,,,,"48489","2025-09-26",,,#6932,,,"48366",SalesReceipt,"0",,Deposit
,,"12.57",,,,,,,,,"48489","2025-09-26",,,#6931,,,"48367",SalesReceipt,"0",,Deposit
,,"23.04",,,,,,,,,"48489","2025-09-26",,,#6934,,,"48368",SalesReceipt,"0",,Deposit
,,"39.79",,,,,,,,,"48489","2025-09-26",,,#6933,,,"48369",SalesReceipt,"0",,Deposit
"1","1.0",-10.44,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","48489","2025-09-26",,,,,,,,,,Deposit
,,"884.79",,,,,,,,,"48503","2025-09-25",,"1383672855",,,,"48241",Payment,"0",,Deposit
,,"184.55",,,,,,,,,"48503","2025-09-25",,"48595",,"5",,"48346",Payment,"0",,Deposit
,,"4181.83",,,,,,,,,"48503","2025-09-25",,"50126851",,"5",,"48348",Payment,"0",,Deposit
,,"1885.99",,,,,,,,,"48503","2025-09-25",,"345554",,"5",,"48428",Payment,"0",,Deposit
,,"2239.25",,,,,,,,,"48503","2025-09-25",,"5044769",,"5",,"48430",Payment,"0",,Deposit
,,"369.1",,,,,,,,,"48503","2025-09-25",,"48624",,"5",,"48502",Payment,"0",,Deposit
,,"60.74",,,,,,,,,"48504","2025-09-25",,,#6906,,,"48110",SalesReceipt,"0",,Deposit
,,"1163.02",,,,,,,,,"48504","2025-09-25",,"345499",,"5",,"48239",Payment,"0",,Deposit
,,"1612.31",,,,,,,,,"48504","2025-09-25",,"50126657",,"5",,"48240",Payment,"0",,Deposit
,,"2542.94",,,,,,,,,"48504","2025-09-25",,"1383672856",,"5",,"48242",Payment,"0",,Deposit
,,"860.74",,,,,,,,,"48504","2025-09-25",,"48582",,"5",,"48347",Payment,"0",,Deposit
,,"1349.21",,,,,,,,,"48504","2025-09-25",,"5703531",,"5",,"48349",Payment,"0",,Deposit
,,"2648.17",,,,,,,,,"48504","2025-09-25",,"345534",,"5",,"48400",Payment,"0",,Deposit
,,"1950.0",,,,,,,,,"48504","2025-09-25",,"116793",,"5",,"48401",Payment,"0",,Deposit
,,"469.64",,,,,,,,,"48504","2025-09-25",,"119873",,"5",,"48427",Payment,"0",,Deposit
,,"1368.85",,,,,,,,,"48504","2025-09-25",,"159050",,"5",,"48429",Payment,"0",,Deposit
,,"234.82",,,,,,,,,"48504","2025-09-25",,"25547",,"5",,"48501",Payment,"0",,Deposit
,,"46.07",,,,,,,,,"48558","2025-09-29",,,#6941,,,"48438",SalesReceipt,"0",,Deposit
,,"205.13",,,,,,,,,"48558","2025-09-29",,,#6940,,,"48439",SalesReceipt,"0",,Deposit
,,"97.38",,,,,,,,,"48558","2025-09-29",,,#6942,,,"48440",SalesReceipt,"0",,Deposit
"1","1.0",-11.01,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","48558","2025-09-29",,,,,,,,,,Deposit
"1","1.0","7542.06",DepositLineDetail,,,,"842100",HFTCO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48559","2025-09-25",,,,,,,,,,Deposit
"2","2.0",-146.61,DepositLineDetail,,,,"842100",HFTCO,"59","3400-03 Deferred Revenue:Credit Card Fees","48559","2025-09-25",,,,,,,,,,Deposit
"1","1.0","1084.1",DepositLineDetail,,,,"842100",HFTCO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48560","2025-09-27",,,,,,,,,,Deposit
"2","2.0",-21.44,DepositLineDetail,,,,"842100",HFTCO,"59","3400-03 Deferred Revenue:Credit Card Fees","48560","2025-09-27",,,,,,,,,,Deposit
"1","1.0","4059.7",DepositLineDetail,,,,"842100",HFTCO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48561","2025-09-28",,,,,,,,,,Deposit
"2","2.0",-79.54,DepositLineDetail,,,,"842100",HFTCO,"59","3400-03 Deferred Revenue:Credit Card Fees","48561","2025-09-28",,,,,,,,,,Deposit
"1","1.0","33970.03",DepositLineDetail,,,,"842100",HFTCO,"124","2108-00 HFT Client Trust Account","48568","2025-09-29",,,,,,,,,,Deposit
"1","1.0","2330.82",DepositLineDetail,,,,"842103",KOZICO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48569","2025-09-25",,,,,,,,,,Deposit
"2","2.0",-46.09,DepositLineDetail,,,,"842103",KOZICO,"59","3400-03 Deferred Revenue:Credit Card Fees","48569","2025-09-25",,,,,,,,,,Deposit
"1","1.0","4198.26",DepositLineDetail,,,,"842103",KOZICO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48570","2025-09-28",,,,,,,,,,Deposit
"2","2.0",-82.45,DepositLineDetail,,,,"842103",KOZICO,"59","3400-03 Deferred Revenue:Credit Card Fees","48570","2025-09-28",,,,,,,,,,Deposit
"1","1.0","670.1",DepositLineDetail,,,,"842103",KOZICO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48571","2025-09-27",,,,,,,,,,Deposit
"2","2.0",-14.55,DepositLineDetail,,,,"842103",KOZICO,"59","3400-03 Deferred Revenue:Credit Card Fees","48571","2025-09-27",,,,,,,,,,Deposit
"1","1.0","991.82",DepositLineDetail,,,,"842103",KOZICO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48572","2025-09-26",,,,,,,,,,Deposit
"2","2.0",-20.35,DepositLineDetail,,,,"842103",KOZICO,"59","3400-03 Deferred Revenue:Credit Card Fees","48572","2025-09-26",,,,,,,,,,Deposit
"1","1.0","13893.91",DepositLineDetail,,,,"842103",KOZICO,"191","2108-10 KOZI Client Trust Account","48588","2025-09-29",,,,,,,,,,Deposit
,,"26.18",,,,,,,,,"48589","2025-10-01",,,#6956,,,"48451",SalesReceipt,"0",,Deposit
,,"31.41",,,,,,,,,"48589","2025-10-01",,,#6955,,,"48457",SalesReceipt,"0",,Deposit
,,"108.9",,,,,,,,,"48589","2025-10-01",,,#6954,,,"48459",SalesReceipt,"0",,Deposit
,,"45.01",,,,,,,,,"48589","2025-10-01",,,#6953,,,"48461",SalesReceipt,"0",,Deposit
,,"31.41",,,,,,,,,"48589","2025-10-01",,,#6952,,,"48463",SalesReceipt,"0",,Deposit
,,"36.65",,,,,,,,,"48589","2025-10-01",,,#6957,,,"48464",SalesReceipt,"0",,Deposit
,,"27.23",,,,,,,,,"48589","2025-10-01",,,#6962,,,"48496",SalesReceipt,"0",,Deposit
,,"104.71",,,,,,,,,"48589","2025-10-01",,,#6959,,,"48497",SalesReceipt,"0",,Deposit
,,"25.13",,,,,,,,,"48589","2025-10-01",,,#6958,,,"48498",SalesReceipt,"0",,Deposit
,,"11.51",,,,,,,,,"48589","2025-10-01",,,#6961,,,"48499",SalesReceipt,"0",,Deposit
,,"10.47",,,,,,,,,"48589","2025-10-01",,,#6960,,,"48500",SalesReceipt,"0",,Deposit
"1","1.0",-12.4,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","48589","2025-10-01",,,,,,,,,,Deposit
,,"9.41",,,,,,,,,"48590","2025-09-30",,,#6948,,,"48452",SalesReceipt,"0",,Deposit
,,"20.94",,,,,,,,,"48590","2025-09-30",,,#6947,,,"48453",SalesReceipt,"0",,Deposit
,,"11.51",,,,,,,,,"48590","2025-09-30",,,#6950,,,"48454",SalesReceipt,"0",,Deposit
,,"10.46",,,,,,,,,"48590","2025-09-30",,,#6949,,,"48455",SalesReceipt,"0",,Deposit
,,"26.18",,,,,,,,,"48590","2025-09-30",,,#6944,,,"48456",SalesReceipt,"0",,Deposit
,,"31.41",,,,,,,,,"48590","2025-09-30",,,#6943,,,"48458",SalesReceipt,"0",,Deposit
,,"34.55",,,,,,,,,"48590","2025-09-30",,,#6946,,,"48460",SalesReceipt,"0",,Deposit
,,"34.55",,,,,,,,,"48590","2025-09-30",,,#6945,,,"48462",SalesReceipt,"0",,Deposit
,,"2.51",,,,,,,,,"48590","2025-09-30",,,#6951,,,"48465",SalesReceipt,"0",,Deposit
"1","1.0",-4.9,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","48590","2025-09-30",,,,,,,,,,Deposit
"1","1.0","5565.47",DepositLineDetail,"131",Direct,CUSTOMER,"842100",HFTCO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48627","2025-09-29",,,,,,,,,,Deposit
"2","2.0",-108.33,DepositLineDetail,,,,"842100",HFTCO,"59","3400-03 Deferred Revenue:Credit Card Fees","48627","2025-09-29",,,,,,,,,,Deposit
"1","1.0","3498.88",DepositLineDetail,"190",KDirect,CUSTOMER,"842103",KOZICO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48628","2025-09-29",,,,,,,,,,Deposit
"2","2.0",-67.98,DepositLineDetail,,,,"842103",KOZICO,"59","3400-03 Deferred Revenue:Credit Card Fees","48628","2025-09-29",,,,,,,,,,Deposit
"1","1.0","6295.92",DepositLineDetail,"131",Direct,CUSTOMER,"842100",HFTCO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48650","2025-09-30",,,,,,,,,,Deposit
"2","2.0",-121.93,DepositLineDetail,,,,"842100",HFTCO,"59","3400-03 Deferred Revenue:Credit Card Fees","48650","2025-09-30",,,,,,,,,,Deposit
"1","1.0","5192.46",DepositLineDetail,"190",KDirect,CUSTOMER,"842103",KOZICO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48651","2025-09-30",,,,,,,,,,Deposit
"2","2.0",-102.87,DepositLineDetail,,,,"842103",KOZICO,"59","3400-03 Deferred Revenue:Credit Card Fees","48651","2025-09-30",,,,,,,,,,Deposit
,,"106.81",,,,,,,,,"48652","2025-10-02",,,#6968,,,"48612",SalesReceipt,"0",,Deposit
,,"39.79",,,,,,,,,"48652","2025-10-02",,,#6967,,,"48613",SalesReceipt,"0",,Deposit
,,"20.94",,,,,,,,,"48652","2025-10-02",,,#6969,,,"48615",SalesReceipt,"0",,Deposit
,,"16.75",,,,,,,,,"48652","2025-10-02",,,#6964,,,"48616",SalesReceipt,"0",,Deposit
,,"10.46",,,,,,,,,"48652","2025-10-02",,,#6963,,,"48618",SalesReceipt,"0",,Deposit
,,"104.71",,,,,,,,,"48652","2025-10-02",,,#6966,,,"48620",SalesReceipt,"0",,Deposit
,,"13.61",,,,,,,,,"48652","2025-10-02",,,#6965,,,"48622",SalesReceipt,"0",,Deposit
"1","1.0",-8.79,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","48652","2025-10-02",,,,,,,,,,Deposit
"1","1.0","840.48",DepositLineDetail,,,,"842100",HFTCO,"80","9050-00 Interest Income","48682","2025-09-30",,,,,,,,,,Deposit
"1","1.0","1374.86",DepositLineDetail,,,,"842100",HFTCO,"80","9050-00 Interest Income","48686","2025-09-30",,,,,,,,,,Deposit
"1","1.0","752.74",DepositLineDetail,,,,"842103",KOZICO,"80","9050-00 Interest Income","48690","2025-09-30",,,,,,,,,,Deposit
"1","1.0","212.27",DepositLineDetail,,,,"842103",KOZICO,"80","9050-00 Interest Income","48693","2025-09-30",,,,,,,,,,Deposit
,,"62.8",,,,,,,,,"48738","2025-10-03",,,#6971,,,"48611",SalesReceipt,"0",,Deposit
,,"19.89",,,,,,,,,"48738","2025-10-03",,,#6970,,,"48614",SalesReceipt,"0",,Deposit
,,"47.13",,,,,,,,,"48738","2025-10-03",,,#6975,,,"48596",SalesReceipt,"0",,Deposit
,,"37.16",,,,,,,,,"48738","2025-10-03",,,#6974,,,"48598",SalesReceipt,"0",,Deposit
,,"20.93",,,,,,,,,"48738","2025-10-03",,,#6973,,,"48599",SalesReceipt,"0",,Deposit
,,"34.55",,,,,,,,,"48738","2025-10-03",,,#6972,,,"48600",SalesReceipt,"0",,Deposit
,,"31.41",,,,,,,,,"48738","2025-10-03",,,#6981,,,"48604",SalesReceipt,"0",,Deposit
,,"11.51",,,,,,,,,"48738","2025-10-03",,,#6980,,,"48605",SalesReceipt,"0",,Deposit
,,"132.98",,,,,,,,,"48738","2025-10-03",,,#6979,,,"48606",SalesReceipt,"0",,Deposit
,,"11.51",,,,,,,,,"48738","2025-10-03",,,#6978,,,"48607",SalesReceipt,"0",,Deposit
,,"4.71",,,,,,,,,"48738","2025-10-03",,,#6977,,,"48608",SalesReceipt,"0",,Deposit
,,"15.71",,,,,,,,,"48738","2025-10-03",,,#6976,,,"48609",SalesReceipt,"0",,Deposit
,,"31.41",,,,,,,,,"48738","2025-10-03",,,#6982,,,"48624",SalesReceipt,"0",,Deposit
,,"117.28",,,,,,,,,"48738","2025-10-03",,,#6991,,,"48591",SalesReceipt,"0",,Deposit
,,"62.83",,,,,,,,,"48738","2025-10-03",,,#6990,,,"48592",SalesReceipt,"0",,Deposit
,,"46.07",,,,,,,,,"48738","2025-10-03",,,#6989,,,"48593",SalesReceipt,"0",,Deposit
,,"24.6",,,,,,,,,"48738","2025-10-03",,,#6988,,,"48594",SalesReceipt,"0",,Deposit
,,"29.32",,,,,,,,,"48738","2025-10-03",,,#6987,,,"48595",SalesReceipt,"0",,Deposit
,,"34.55",,,,,,,,,"48738","2025-10-03",,,#6986,,,"48617",SalesReceipt,"0",,Deposit
,,"34.55",,,,,,,,,"48738","2025-10-03",,,#6984,,,"48621",SalesReceipt,"0",,Deposit
,,"13.09",,,,,,,,,"48738","2025-10-03",,,#6983,,,"48623",SalesReceipt,"0",,Deposit
,,"34.55",,,,,,,,,"48738","2025-10-03",,,#6985,,,"48619",SalesReceipt,"0",,Deposit
"22","1.0",-23.5,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","48738","2025-10-03",,,,,,,,,,Deposit
"1","1.0","10177.53",DepositLineDetail,"131",Direct,CUSTOMER,"842100",HFTCO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48764","2025-10-02",,,,,,,,,,Deposit
"2","2.0",-94.81,DepositLineDetail,,,,"842100",HFTCO,"59","3400-03 Deferred Revenue:Credit Card Fees","48764","2025-10-02",,,,,,,,,,Deposit
"1","1.0","3281.69",DepositLineDetail,"131",Direct,CUSTOMER,"842100",HFTCO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48765","2025-10-01",,,,,,,,,,Deposit
"2","2.0",-64.16,DepositLineDetail,,,,"842100",HFTCO,"59","3400-03 Deferred Revenue:Credit Card Fees","48765","2025-10-01",,,,,,,,,,Deposit
"1","1.0","9246.97",DepositLineDetail,"190",KDirect,CUSTOMER,"842103",KOZICO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48766","2025-10-01",,,,,,,,,,Deposit
"2","2.0",-179.3,DepositLineDetail,,,,"842103",KOZICO,"59","3400-03 Deferred Revenue:Credit Card Fees","48766","2025-10-01",,,,,,,,,,Deposit
"1","1.0","1249.18",DepositLineDetail,"190",KDirect,CUSTOMER,"842103",KOZICO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48767","2025-10-02",,,,,,,,,,Deposit
"2","2.0",-24.64,DepositLineDetail,,,,"842103",KOZICO,"59","3400-03 Deferred Revenue:Credit Card Fees","48767","2025-10-02",,,,,,,,,,Deposit
"1","1.0","2852.35",DepositLineDetail,"131",Direct,CUSTOMER,"842100",HFTCO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48896","2025-10-03",,,,,,,,,,Deposit
"2","2.0",-54.79,DepositLineDetail,,,,"842100",HFTCO,"59","3400-03 Deferred Revenue:Credit Card Fees","48896","2025-10-03",,,,,,,,,,Deposit
"1","1.0","9617.82",DepositLineDetail,"131",Direct,CUSTOMER,"842100",HFTCO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48897","2025-10-04",,,,,,,,,,Deposit
"2","2.0",-187.21,DepositLineDetail,,,,"842100",HFTCO,"59","3400-03 Deferred Revenue:Credit Card Fees","48897","2025-10-04",,,,,,,,,,Deposit
"1","1.0","7556.54",DepositLineDetail,"131",Direct,CUSTOMER,"842100",HFTCO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48898","2025-10-05",,,,,,,,,,Deposit
"2","2.0",-145.08,DepositLineDetail,,,,"842100",HFTCO,"59","3400-03 Deferred Revenue:Credit Card Fees","48898","2025-10-05",,,,,,,,,,Deposit
"1","1.0","38.22",DepositLineDetail,,,,"842103",KOZICO,"75","5000-08 Other Revenue","48899","2025-10-06",,,,,,,,,,Deposit
"1","1.0","1484.76",DepositLineDetail,"190",KDirect,CUSTOMER,"842103",KOZICO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48900","2025-10-03",,,,,,,,,,Deposit
"2","2.0",-29.42,DepositLineDetail,,,,"842103",KOZICO,"59","3400-03 Deferred Revenue:Credit Card Fees","48900","2025-10-03",,,,,,,,,,Deposit
"1","1.0","3287.91",DepositLineDetail,"190",KDirect,CUSTOMER,"842103",KOZICO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","48901","2025-10-04",,,,,,,,,,Deposit
"2","2.0",-63.38,DepositLineDetail,,,,"842103",KOZICO,"59","3400-03 Deferred Revenue:Credit Card Fees","48901","2025-10-04",,,,,,,,,,Deposit
