"Id","LineNum","Amount","DetailType","SalesItemLineDetail.ItemRef.value","SalesItemLineDetail.ItemRef.name","SalesItemLineDetail.UnitPrice","SalesItemLineDetail.Qty","SalesItemLineDetail.ItemAccountRef.value","SalesItemLineDetail.ItemAccountRef.name","SalesItemLineDetail.TaxCodeRef.value","Parent_Id","TxnDate","DocNumber","Description","SalesItemLineDetail.ServiceDate","SalesItemLineDetail.ClassRef.value","SalesItemLineDetail.ClassRef.name","LinkedTxn[0].TxnId","LinkedTxn[0].TxnType","LinkedTxn[0].TxnLineId","SalesItemLineDetail.MarkupInfo.PercentBased","SalesItemLineDetail.MarkupInfo.Value","SalesItemLineDetail.MarkupInfo.MarkUpIncomeAccountRef.value","SalesItemLineDetail.MarkupInfo.MarkUpIncomeAccountRef.name","GroupLineDetail.GroupItemRef.value","GroupLineDetail.GroupItemRef.name","GroupLineDetail.Quantity","GroupLineDetail.Line[0].Id","GroupLineDetail.Line[0].LineNum","GroupLineDetail.Line[0].Description","GroupLineDetail.Line[0].Amount","GroupLineDetail.Line[0].DetailType","GroupLineDetail.Line[0].SalesItemLineDetail.ServiceDate","GroupLineDetail.Line[0].SalesItemLineDetail.ItemRef.value","GroupLineDetail.Line[0].SalesItemLineDetail.ItemRef.name","GroupLineDetail.Line[0].SalesItemLineDetail.ClassRef.value","GroupLineDetail.Line[0].SalesItemLineDetail.ClassRef.name","GroupLineDetail.Line[0].SalesItemLineDetail.UnitPrice","GroupLineDetail.Line[0].SalesItemLineDetail.Qty","GroupLineDetail.Line[0].SalesItemLineDetail.ItemAccountRef.value","GroupLineDetail.Line[0].SalesItemLineDetail.ItemAccountRef.name","GroupLineDetail.Line[0].SalesItemLineDetail.TaxCodeRef.value","GroupLineDetail.Line[1].Id","GroupLineDetail.Line[1].LineNum","GroupLineDetail.Line[1].Description","GroupLineDetail.Line[1].Amount","GroupLineDetail.Line[1].DetailType","GroupLineDetail.Line[1].SalesItemLineDetail.ServiceDate","GroupLineDetail.Line[1].SalesItemLineDetail.ItemRef.value","GroupLineDetail.Line[1].SalesItemLineDetail.ItemRef.name","GroupLineDetail.Line[1].SalesItemLineDetail.ClassRef.value","GroupLineDetail.Line[1].SalesItemLineDetail.ClassRef.name","GroupLineDetail.Line[1].SalesItemLineDetail.UnitPrice","GroupLineDetail.Line[1].SalesItemLineDetail.Qty","GroupLineDetail.Line[1].SalesItemLineDetail.ItemAccountRef.value","GroupLineDetail.Line[1].SalesItemLineDetail.ItemAccountRef.name","GroupLineDetail.Line[1].SalesItemLineDetail.TaxCodeRef.value","SalesItemLineDetail.TaxClassificationRef.value","Parent_Entity"
,,"5344.11",SubTotalLineDetail,,,,,,,,"48176","2025-09-15","869063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","393.72",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"393.72","1.0","71","5000-02 FIT Tours",NON,"48177","2025-09-15","869069",,"2025-09-15","842103",KOZICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"393.72",SubTotalLineDetail,,,,,,,,"48177","2025-09-15","869069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","5790.92",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"5790.92","1.0","71","5000-02 FIT Tours",NON,"48178","2025-09-15","869108",,"2025-09-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"5790.92",SubTotalLineDetail,,,,,,,,"48178","2025-09-15","869108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","234.82",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"234.82","1.0","71","5000-02 FIT Tours",NON,"48179","2025-09-15","869109",,"2025-09-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"234.82",SubTotalLineDetail,,,,,,,,"48179","2025-09-15","869109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","782.2",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"782.2","1.0","71","5000-02 FIT Tours",NON,"48180","2025-09-15","869110",,"2025-09-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"782.2",SubTotalLineDetail,,,,,,,,"48180","2025-09-15","869110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","7226.28",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"7226.28","1.0","71","5000-02 FIT Tours",NON,"48181","2025-09-15","869111",,"2025-09-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"7226.28",SubTotalLineDetail,,,,,,,,"48181","2025-09-15","869111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","1056.29",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"1056.29","1.0","71","5000-02 FIT Tours",NON,"48182","2025-09-15","869112",,"2025-09-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"1056.29",SubTotalLineDetail,,,,,,,,"48182","2025-09-15","869112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","751.41",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"751.41","1.0","71","5000-02 FIT Tours",NON,"48183","2025-09-15","869115",,"2025-09-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"751.41",SubTotalLineDetail,,,,,,,,"48183","2025-09-15","869115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","2034.84",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"2034.84","1.0","71","5000-02 FIT Tours",NON,"48184","2025-09-15","869119",,"2025-09-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"2034.84",SubTotalLineDetail,,,,,,,,"48184","2025-09-15","869119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","3385.0",SalesItemLineDetail,"12",Cruise Tours- Kona,"3385.0","1.0","70","5000-01 Cruise Tours",NON,"48185","2025-09-15","869123",,"2025-09-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"3385.0",SubTotalLineDetail,,,,,,,,"48185","2025-09-15","869123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","469.64",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"469.64","1.0","71","5000-02 FIT Tours",NON,"48186","2025-09-15","869129",,"2025-09-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"469.64",SubTotalLineDetail,,,,,,,,"48186","2025-09-15","869129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","469.64",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"469.64","1.0","71","5000-02 FIT Tours",NON,"48187","2025-09-15","869130",,"2025-09-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"469.64",SubTotalLineDetail,,,,,,,,"48187","2025-09-15","869130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","572.14",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"572.14","1.0","71","5000-02 FIT Tours",NON,"48188","2025-09-15","869131",,"2025-09-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"572.14",SubTotalLineDetail,,,,,,,,"48188","2025-09-15","869131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","836.91",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"836.91","1.0","71","5000-02 FIT Tours",NON,"48189","2025-09-15","869132",,"2025-09-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"836.91",SubTotalLineDetail,,,,,,,,"48189","2025-09-15","869132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","995.18",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"995.18","1.0","71","5000-02 FIT Tours",NON,"48190","2025-09-15","869140",,"2025-09-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"995.18",SubTotalLineDetail,,,,,,,,"48190","2025-09-15","869140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","628.28",SalesItemLineDetail,"137",Groups-Tours,"628.28","1.0","72","5000-03 Group Tours",NON,"48191","2025-09-15","869141",,"2025-09-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"628.28",SubTotalLineDetail,,,,,,,,"48191","2025-09-15","869141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","1353.9",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"1353.9","1.0","71","5000-02 FIT Tours",NON,"48192","2025-09-15","869143",,"2025-09-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"1353.9",SubTotalLineDetail,,,,,,,,"48192","2025-09-15","869143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","4760.0",SalesItemLineDetail,"12",Cruise Tours- Kona,"4760.0","1.0","70","5000-01 Cruise Tours",NON,"48193","2025-09-15","869146",,"2025-09-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"4760.0",SubTotalLineDetail,,,,,,,,"48193","2025-09-15","869146",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","926.68",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"926.68","1.0","71","5000-02 FIT Tours",NON,"48194","2025-09-15","869148",,"2025-09-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"926.68",SubTotalLineDetail,,,,,,,,"48194","2025-09-15","869148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","23404.45",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"23404.45","1.0","71","5000-02 FIT Tours",NON,"48195","2025-09-15","869156",,"2025-09-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"23404.45",SubTotalLineDetail,,,,,,,,"48195","2025-09-15","869156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","3653.29",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"3653.29","1.0","71","5000-02 FIT Tours",NON,"48196","2025-09-15","869166",,"2025-09-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"2","2.0","2648.19",SalesItemLineDetail,"79",Signature- Private Tours,"2648.19","1.0","74","5000-05 Signature - Private Tours",NON,"48196","2025-09-15","869166",Jarrell Party,"2025-09-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"6301.48",SubTotalLineDetail,,,,,,,,"48196","2025-09-15","869166",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","1878.56",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"1878.56","1.0","71","5000-02 FIT Tours",NON,"48197","2025-09-15","869167",,"2025-09-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"1878.56",SubTotalLineDetail,,,,,,,,"48197","2025-09-15","869167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","3036.26",SalesItemLineDetail,"137",Groups-Tours,"6072.52","0.5","72","5000-03 Group Tours",NON,"48230","2025-10-08","858680",Voyages Golf,"2026-10-08","842100",HFTCO,"48087",Estimate,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"3036.26",SubTotalLineDetail,,,,,,,,"48230","2025-10-08","858680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","5922.52",SalesItemLineDetail,"137",Groups-Tours,"5922.52","1.0","72","5000-03 Group Tours",NON,"48271","2025-10-07","861152",Netscout,"2025-10-07","842100",HFTCO,"48270",Estimate,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"5922.52",SubTotalLineDetail,,,,,,,,"48271","2025-10-07","861152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","3910.0",SalesItemLineDetail,"12",Cruise Tours- Kona,"3910.0","1.0","70","5000-01 Cruise Tours",NON,"48308","2025-09-17","869962",,"2025-09-17","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"3910.0",SubTotalLineDetail,,,,,,,,"48308","2025-09-17","869962",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","2550.0",SalesItemLineDetail,"12",Cruise Tours- Kona,"2550.0","1.0","70","5000-01 Cruise Tours",NON,"48426","2025-09-19","870533",,"2025-09-20","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"2550.0",SubTotalLineDetail,,,,,,,,"48426","2025-09-19","870533",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","8448.04",SalesItemLineDetail,"137",Groups-Tours,"15334.44","0.5509194","72","5000-03 Group Tours",NON,"48444","2025-09-22","870771",SMPA,"2025-09-17","842100",HFTCO,"47066",Estimate,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"8448.04",SubTotalLineDetail,,,,,,,,"48444","2025-09-22","870771",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","1225.0",SalesItemLineDetail,"137",Groups-Tours,"1225.0","1.0","72","5000-03 Group Tours",NON,"48445","2025-09-22","870775",Symetra Site,"2025-09-17","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"1225.0",SubTotalLineDetail,,,,,,,,"48445","2025-09-22","870775",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","6290.0",SalesItemLineDetail,"12",Cruise Tours- Kona,"6290.0","1.0","70","5000-01 Cruise Tours",NON,"48629","2025-09-24","872398",,"2025-09-24","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"6290.0",SubTotalLineDetail,,,,,,,,"48629","2025-09-24","872398",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","260.0",SalesItemLineDetail,"79",Signature- Private Tours,"260.0","1.0","74","5000-05 Signature - Private Tours",NON,"48633","2025-10-10","872399",Wendy Nelson,"2025-10-10","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"4","2.0","3104.71",SalesItemLineDetail,"79",Signature- Private Tours,"3104.71","1.0","74","5000-05 Signature - Private Tours",NON,"48633","2025-10-10","872399",Refunded,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"3364.71",SubTotalLineDetail,,,,,,,,"48633","2025-10-10","872399",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"21.87",SubTotalLineDetail,,,,,,,,"48654","2025-09-30","6999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","2000.0",SalesItemLineDetail,"122",Rent,"2000.0","1.0","90",General & Admin Expenses:Rents:Property Rents,NON,"48665","2025-10-01","7000",,,"842103",KOZICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","21.87",SalesItemLineDetail,"865",Retail Item,"21.87","1.0","77","5000-12 Retail Store Revenue",NON,"48654","2025-09-30","6999",Jason Uniform Shirt,"2025-09-30","842106",RETAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"2000.0",SubTotalLineDetail,,,,,,,,"48665","2025-10-01","7000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","3500.0",SalesItemLineDetail,"120",KOZI Shuttle,"3500.0","1.0","157","6100-00 Tours:Transportation - Shuttle Reim",NON,"48666","2025-10-01","7001",Lease Payment for Zip & Dip,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"3500.0",SubTotalLineDetail,,,,,,,,"48666","2025-10-01","7001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","12145.04",SalesItemLineDetail,"137",Groups-Tours,"12145.04","1.0","72","5000-03 Group Tours",NON,"48668","2025-10-01","870785",CIMAX,"2025-10-21","842100",HFTCO,"47922",Estimate,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"12145.04",SubTotalLineDetail,,,,,,,,"48668","2025-10-01","870785",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","679.31",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"679.31","1.0","71","5000-02 FIT Tours",NON,"48671","2025-09-30","873792",,"2025-09-30","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"679.31",SubTotalLineDetail,,,,,,,,"48671","2025-09-30","873792",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","5996.25",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"5996.25","1.0","71","5000-02 FIT Tours",NON,"48672","2025-09-30","873795",,"2025-09-30","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"5996.25",SubTotalLineDetail,,,,,,,,"48672","2025-09-30","873795",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","709.52",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"709.52","1.0","71","5000-02 FIT Tours",NON,"48673","2025-09-30","873798",,"2025-09-30","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"709.52",SubTotalLineDetail,,,,,,,,"48673","2025-09-30","873798",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","995.04",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"995.04","1.0","71","5000-02 FIT Tours",NON,"48674","2025-09-30","873801",,"2025-09-30","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"995.04",SubTotalLineDetail,,,,,,,,"48674","2025-09-30","873801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","1955.5",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"1955.5","1.0","71","5000-02 FIT Tours",NON,"48675","2025-09-30","873811",,"2025-09-30","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"1955.5",SubTotalLineDetail,,,,,,,,"48675","2025-09-30","873811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","215.97",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"215.97","1.0","71","5000-02 FIT Tours",NON,"48676","2025-09-30","873813",,"2025-09-30","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"215.97",SubTotalLineDetail,,,,,,,,"48676","2025-09-30","873813",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","3989.54",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"3989.54","1.0","71","5000-02 FIT Tours",NON,"48677","2025-09-30","873815",,"2025-09-30","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"3989.54",SubTotalLineDetail,,,,,,,,"48677","2025-09-30","873815",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","443.99",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"443.99","1.0","71","5000-02 FIT Tours",NON,"48678","2025-09-30","873826",,"2025-09-30","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"443.99",SubTotalLineDetail,,,,,,,,"48678","2025-09-30","873826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","628.28",SalesItemLineDetail,"137",Groups-Tours,"628.28","1.0","72","5000-03 Group Tours",NON,"48679","2025-09-30","873829",,"2025-09-30","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"628.28",SubTotalLineDetail,,,,,,,,"48679","2025-09-30","873829",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","698.16",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"698.16","1.0","71","5000-02 FIT Tours",NON,"48704","2025-09-30","873991",,"2025-09-30","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"698.16",SubTotalLineDetail,,,,,,,,"48704","2025-09-30","873991",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","463.34",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"463.34","1.0","71","5000-02 FIT Tours",NON,"48705","2025-09-30","873992",,"2025-09-30","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"463.34",SubTotalLineDetail,,,,,,,,"48705","2025-09-30","873992",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","21884.57",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"21884.57","1.0","71","5000-02 FIT Tours",NON,"48706","2025-09-30","873998",,"2025-09-30","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"21884.57",SubTotalLineDetail,,,,,,,,"48706","2025-09-30","873998",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","2113.38",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"2113.38","1.0","71","5000-02 FIT Tours",NON,"48707","2025-09-30","874022",,"2025-09-30","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"2113.38",SubTotalLineDetail,,,,,,,,"48707","2025-09-30","874022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","5220.73",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"5220.73","1.0","71","5000-02 FIT Tours",NON,"48708","2025-09-30","874028",,"2025-09-30","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"5220.73",SubTotalLineDetail,,,,,,,,"48708","2025-09-30","874028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","2590.86",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"2590.86","1.0","71","5000-02 FIT Tours",NON,"48709","2025-09-30","874031",,"2025-09-30","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"2590.86",SubTotalLineDetail,,,,,,,,"48709","2025-09-30","874031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","1225.0",SalesItemLineDetail,"137",Groups-Tours,"1225.0","1.0","72","5000-03 Group Tours",NON,"48710","2025-09-30","874036",Chevron Site,"2025-09-30","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"1225.0",SubTotalLineDetail,,,,,,,,"48710","2025-09-30","874036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","1906.58",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"1906.58","1.0","71","5000-02 FIT Tours",NON,"48711","2025-09-30","874038",,"2025-09-30","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"1906.58",SubTotalLineDetail,,,,,,,,"48711","2025-09-30","874038",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","2464.41",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"2464.41","1.0","71","5000-02 FIT Tours",NON,"48712","2025-09-30","874040",,"2025-09-30","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"2464.41",SubTotalLineDetail,,,,,,,,"48712","2025-09-30","874040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","1704.18",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"1704.18","1.0","71","5000-02 FIT Tours",NON,"48713","2025-09-30","874042",,"2025-09-30","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"1704.18",SubTotalLineDetail,,,,,,,,"48713","2025-09-30","874042",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
