"Id","LineNum","Description","Amount","DetailType","SalesItemLineDetail.ItemRef.value","SalesItemLineDetail.ItemRef.name","SalesItemLineDetail.ClassRef.value","SalesItemLineDetail.ClassRef.name","SalesItemLineDetail.UnitPrice","SalesItemLineDetail.Qty","SalesItemLineDetail.ItemAccountRef.value","SalesItemLineDetail.ItemAccountRef.name","SalesItemLineDetail.TaxCodeRef.value","Parent_Id","TxnDate","DocNumber","SalesItemLineDetail.TaxClassificationRef.value","Parent_Entity"
"9","9.0",,"13.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"6.5","2.0","77","5000-12 Retail Store Revenue",TAX,"47293","2025-08-26",#6807,EUC-09020802-V1-00120000,SalesReceipt
,,,"234.0",SubTotalLineDetail,,,,,,,,,,"47293","2025-08-26",#6807,,SalesReceipt
"1","1.0",,"55.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"55.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47308","2025-08-27",#6812,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"25.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"25.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47308","2025-08-27",#6812,EUC-09020802-V1-00120000,SalesReceipt
"3","3.0",,"39.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"39.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47308","2025-08-27",#6812,EUC-09020802-V1-00120000,SalesReceipt
,,,"119.0",SubTotalLineDetail,,,,,,,,,,"47308","2025-08-27",#6812,,SalesReceipt
"1","1.0",,"13.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"13.99","1.0","77","5000-12 Retail Store Revenue",TAX,"47307","2025-08-27",#6813,EUC-09020802-V1-00120000,SalesReceipt
,,,"13.99",SubTotalLineDetail,,,,,,,,,,"47307","2025-08-27",#6813,,SalesReceipt
"1","1.0",,"9.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"9.99","1.0","77","5000-12 Retail Store Revenue",TAX,"47310","2025-08-27",#6808,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"18.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"18.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47310","2025-08-27",#6808,EUC-09020802-V1-00120000,SalesReceipt
,,,"27.99",SubTotalLineDetail,,,,,,,,,,"47310","2025-08-27",#6808,,SalesReceipt
"1","1.0",,"25.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"25.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47309","2025-08-27",#6809,EUC-09020802-V1-00120000,SalesReceipt
,,,"25.0",SubTotalLineDetail,,,,,,,,,,"47309","2025-08-27",#6809,,SalesReceipt
"1","1.0",,"22.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"22.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47312","2025-08-27",#6810,EUC-09020802-V1-00120000,SalesReceipt
,,,"22.0",SubTotalLineDetail,,,,,,,,,,"47312","2025-08-27",#6810,,SalesReceipt
"1","1.0",,"33.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"33.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47311","2025-08-27",#6811,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"8.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"8.99","1.0","77","5000-12 Retail Store Revenue",TAX,"47311","2025-08-27",#6811,EUC-09020802-V1-00120000,SalesReceipt
"3","3.0",,"10.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47311","2025-08-27",#6811,EUC-09020802-V1-00120000,SalesReceipt
"4","4.0",,"10.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47311","2025-08-27",#6811,EUC-09020802-V1-00120000,SalesReceipt
,,,"61.99",SubTotalLineDetail,,,,,,,,,,"47311","2025-08-27",#6811,,SalesReceipt
"1","1.0",,"20.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"20.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47398","2025-08-29",#6830,EUC-09020802-V1-00120000,SalesReceipt
,,,"20.0",SubTotalLineDetail,,,,,,,,,,"47398","2025-08-29",#6830,,SalesReceipt
"1","1.0",,"16.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"4.0","4.0","77","5000-12 Retail Store Revenue",TAX,"47397","2025-08-30",#6832,EUC-09020802-V1-00120000,SalesReceipt
,,,"16.0",SubTotalLineDetail,,,,,,,,,,"47397","2025-08-30",#6832,,SalesReceipt
"1","1.0",,"10.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.99","1.0","77","5000-12 Retail Store Revenue",TAX,"47400","2025-08-29",#6828,EUC-09020802-V1-00120000,SalesReceipt
,,,"10.99",SubTotalLineDetail,,,,,,,,,,"47400","2025-08-29",#6828,,SalesReceipt
"1","1.0",,"103.9",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"51.95","2.0","77","5000-12 Retail Store Revenue",TAX,"47399","2025-08-29",#6829,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"10.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47399","2025-08-29",#6829,EUC-09020802-V1-00120000,SalesReceipt
"3","3.0",,"20.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.0","2.0","77","5000-12 Retail Store Revenue",TAX,"47399","2025-08-29",#6829,EUC-09020802-V1-00120000,SalesReceipt
"4","4.0",,"8.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"4.0","2.0","77","5000-12 Retail Store Revenue",TAX,"47399","2025-08-29",#6829,EUC-09020802-V1-00120000,SalesReceipt
,,,"141.9",SubTotalLineDetail,,,,,,,,,,"47399","2025-08-29",#6829,,SalesReceipt
"1","1.0",,"39.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"39.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47403","2025-08-28",#6818,EUC-09020802-V1-00120000,SalesReceipt
,,,"39.0",SubTotalLineDetail,,,,,,,,,,"47403","2025-08-28",#6818,,SalesReceipt
"1","1.0",,"25.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"25.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47402","2025-08-28",#6822,EUC-09020802-V1-00120000,SalesReceipt
,,,"25.0",SubTotalLineDetail,,,,,,,,,,"47402","2025-08-28",#6822,,SalesReceipt
"1","1.0",,"45.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"45.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47401","2025-08-29",#6827,EUC-09020802-V1-00120000,SalesReceipt
,,,"45.0",SubTotalLineDetail,,,,,,,,,,"47401","2025-08-29",#6827,,SalesReceipt
"1","1.0",,"15.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"15.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47406","2025-08-28",#6815,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"8.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"8.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47406","2025-08-28",#6815,EUC-09020802-V1-00120000,SalesReceipt
"3","3.0",,"44.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"22.0","2.0","77","5000-12 Retail Store Revenue",TAX,"47406","2025-08-28",#6815,EUC-09020802-V1-00120000,SalesReceipt
"4","4.0",,"22.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"22.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47406","2025-08-28",#6815,EUC-09020802-V1-00120000,SalesReceipt
,,,"89.0",SubTotalLineDetail,,,,,,,,,,"47406","2025-08-28",#6815,,SalesReceipt
"1","1.0",,"55.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"55.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47405","2025-08-28",#6820,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"69.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"69.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47405","2025-08-28",#6820,EUC-09020802-V1-00120000,SalesReceipt
"3","3.0",,"12.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"4.0","3.0","77","5000-12 Retail Store Revenue",TAX,"47405","2025-08-28",#6820,EUC-09020802-V1-00120000,SalesReceipt
,,,"136.0",SubTotalLineDetail,,,,,,,,,,"47405","2025-08-28",#6820,,SalesReceipt
"1","1.0",,"30.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"30.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47404","2025-08-28",#6821,EUC-09020802-V1-00120000,SalesReceipt
,,,"30.0",SubTotalLineDetail,,,,,,,,,,"47404","2025-08-28",#6821,,SalesReceipt
"1","1.0",,"22.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"22.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47409","2025-08-28",#6814,EUC-09020802-V1-00120000,SalesReceipt
,,,"22.0",SubTotalLineDetail,,,,,,,,,,"47409","2025-08-28",#6814,,SalesReceipt
"1","1.0",,"55.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"55.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47408","2025-08-30",#6837,EUC-09020802-V1-00120000,SalesReceipt
,,,"55.0",SubTotalLineDetail,,,,,,,,,,"47408","2025-08-30",#6837,,SalesReceipt
"1","1.0",,"39.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"39.99","1.0","77","5000-12 Retail Store Revenue",TAX,"47407","2025-08-29",#6826,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"139.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"139.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47407","2025-08-29",#6826,EUC-09020802-V1-00120000,SalesReceipt
,,,"178.99",SubTotalLineDetail,,,,,,,,,,"47407","2025-08-29",#6826,,SalesReceipt
"1","1.0",,"9.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"9.99","1.0","77","5000-12 Retail Store Revenue",TAX,"47412","2025-08-28",#6817,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"25.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"25.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47412","2025-08-28",#6817,EUC-09020802-V1-00120000,SalesReceipt
"3","3.0",,"15.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"15.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47412","2025-08-28",#6817,EUC-09020802-V1-00120000,SalesReceipt
,,,"49.99",SubTotalLineDetail,,,,,,,,,,"47412","2025-08-28",#6817,,SalesReceipt
"1","1.0",,"66.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"22.0","3.0","77","5000-12 Retail Store Revenue",TAX,"47411","2025-08-30",#6836,EUC-09020802-V1-00120000,SalesReceipt
,,,"66.0",SubTotalLineDetail,,,,,,,,,,"47411","2025-08-30",#6836,,SalesReceipt
"1","1.0",,"8.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"4.0","2.0","77","5000-12 Retail Store Revenue",TAX,"47410","2025-08-28",#6825,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"24.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"24.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47410","2025-08-28",#6825,EUC-09020802-V1-00120000,SalesReceipt
,,,"32.0",SubTotalLineDetail,,,,,,,,,,"47410","2025-08-28",#6825,,SalesReceipt
"1","1.0",,"8.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"8.99","1.0","77","5000-12 Retail Store Revenue",TAX,"47415","2025-08-28",#6816,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"9.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"9.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47415","2025-08-28",#6816,EUC-09020802-V1-00120000,SalesReceipt
"3","3.0",,"10.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47415","2025-08-28",#6816,EUC-09020802-V1-00120000,SalesReceipt
"4","4.0",,"4.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"4.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47415","2025-08-28",#6816,EUC-09020802-V1-00120000,SalesReceipt
,,,"31.99",SubTotalLineDetail,,,,,,,,,,"47415","2025-08-28",#6816,,SalesReceipt
"1","1.0",,"69.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"69.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47414","2025-08-30",#6835,EUC-09020802-V1-00120000,SalesReceipt
,,,"69.0",SubTotalLineDetail,,,,,,,,,,"47414","2025-08-30",#6835,,SalesReceipt
"1","1.0",,"10.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47413","2025-08-28",#6824,EUC-09020802-V1-00120000,SalesReceipt
,,,"10.0",SubTotalLineDetail,,,,,,,,,,"47413","2025-08-28",#6824,,SalesReceipt
"1","1.0",,"7.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"7.99","1.0","77","5000-12 Retail Store Revenue",TAX,"47418","2025-08-30",#6833,EUC-09020802-V1-00120000,SalesReceipt
,,,"7.99",SubTotalLineDetail,,,,,,,,,,"47418","2025-08-30",#6833,,SalesReceipt
"1","1.0",,"100.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"100.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47417","2025-08-30",#6834,EUC-09020802-V1-00120000,SalesReceipt
,,,"100.0",SubTotalLineDetail,,,,,,,,,,"47417","2025-08-30",#6834,,SalesReceipt
"1","1.0",,"10.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47416","2025-08-28",#6823,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"10.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47416","2025-08-28",#6823,EUC-09020802-V1-00120000,SalesReceipt
,,,"20.0",SubTotalLineDetail,,,,,,,,,,"47416","2025-08-28",#6823,,SalesReceipt
"1","1.0",,"5.75",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"5.75","1.0","77","5000-12 Retail Store Revenue",TAX,"47420","2025-08-28",#6819,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"72.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"72.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47420","2025-08-28",#6819,EUC-09020802-V1-00120000,SalesReceipt
"3","3.0",,"72.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"72.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47420","2025-08-28",#6819,EUC-09020802-V1-00120000,SalesReceipt
,,,"149.75",SubTotalLineDetail,,,,,,,,,,"47420","2025-08-28",#6819,,SalesReceipt
"1","1.0",,"46.76",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"46.76","1.0","77","5000-12 Retail Store Revenue",TAX,"47419","2025-08-29",#6831,EUC-09020802-V1-00120000,SalesReceipt
,,,"46.76",SubTotalLineDetail,,,,,,,,,,"47419","2025-08-29",#6831,,SalesReceipt
"1","1.0",,"10.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47502","2025-09-01",#6846,EUC-09020802-V1-00120000,SalesReceipt
,,,"10.0",SubTotalLineDetail,,,,,,,,,,"47502","2025-09-01",#6846,,SalesReceipt
"1","1.0",,"15.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"15.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47504","2025-09-01",#6842,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"15.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"15.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47504","2025-09-01",#6842,EUC-09020802-V1-00120000,SalesReceipt
"3","3.0",,"24.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"24.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47504","2025-09-01",#6842,EUC-09020802-V1-00120000,SalesReceipt
"4","4.0",,"25.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"25.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47504","2025-09-01",#6842,EUC-09020802-V1-00120000,SalesReceipt
,,,"79.0",SubTotalLineDetail,,,,,,,,,,"47504","2025-09-01",#6842,,SalesReceipt
"1","1.0",,"36.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"36.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47503","2025-09-01",#6843,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"46.95",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"46.95","1.0","77","5000-12 Retail Store Revenue",TAX,"47503","2025-09-01",#6843,EUC-09020802-V1-00120000,SalesReceipt
,,,"82.95",SubTotalLineDetail,,,,,,,,,,"47503","2025-09-01",#6843,,SalesReceipt
"1","1.0",,"10.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.99","1.0","77","5000-12 Retail Store Revenue",TAX,"47508","2025-09-01",#6838,EUC-09020802-V1-00120000,SalesReceipt
,,,"10.99",SubTotalLineDetail,,,,,,,,,,"47508","2025-09-01",#6838,,SalesReceipt
"1","1.0",,"36.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"36.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47507","2025-09-01",#6839,EUC-09020802-V1-00120000,SalesReceipt
,,,"36.0",SubTotalLineDetail,,,,,,,,,,"47507","2025-09-01",#6839,,SalesReceipt
"1","1.0",,"46.95",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"46.95","1.0","77","5000-12 Retail Store Revenue",TAX,"47506","2025-09-01",#6844,EUC-09020802-V1-00120000,SalesReceipt
,,,"46.95",SubTotalLineDetail,,,,,,,,,,"47506","2025-09-01",#6844,,SalesReceipt
"1","1.0",,"8.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"4.0","2.0","77","5000-12 Retail Store Revenue",TAX,"47505","2025-09-01",#6845,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"119.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"119.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47505","2025-09-01",#6845,EUC-09020802-V1-00120000,SalesReceipt
,,,"127.0",SubTotalLineDetail,,,,,,,,,,"47505","2025-09-01",#6845,,SalesReceipt
"1","1.0",,"5.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"5.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47510","2025-09-01",#6847,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"25.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"25.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47510","2025-09-01",#6847,EUC-09020802-V1-00120000,SalesReceipt
"3","3.0",,"89.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"89.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47510","2025-09-01",#6847,EUC-09020802-V1-00120000,SalesReceipt
,,,"119.0",SubTotalLineDetail,,,,,,,,,,"47510","2025-09-01",#6847,,SalesReceipt
"1","1.0",,"10.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.99","1.0","77","5000-12 Retail Store Revenue",TAX,"47509","2025-09-01",#6840,EUC-09020802-V1-00120000,SalesReceipt
,,,"10.99",SubTotalLineDetail,,,,,,,,,,"47509","2025-09-01",#6840,,SalesReceipt
"1","1.0",,"32.4",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"32.4","1.0","77","5000-12 Retail Store Revenue",TAX,"47511","2025-09-01",#6841,EUC-09020802-V1-00120000,SalesReceipt
,,,"32.4",SubTotalLineDetail,,,,,,,,,,"47511","2025-09-01",#6841,,SalesReceipt
"1","1.0",,"33.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"33.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47592","2025-09-03",#6855,EUC-09020802-V1-00120000,SalesReceipt
,,,"33.0",SubTotalLineDetail,,,,,,,,,,"47592","2025-09-03",#6855,,SalesReceipt
"1","1.0",,"9.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"9.99","1.0","77","5000-12 Retail Store Revenue",TAX,"47591","2025-09-03",#6852,EUC-09020802-V1-00120000,SalesReceipt
,,,"9.99",SubTotalLineDetail,,,,,,,,,,"47591","2025-09-03",#6852,,SalesReceipt
"1","1.0",,"30.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"30.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47590","2025-09-03",#6853,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"46.95",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"46.95","1.0","77","5000-12 Retail Store Revenue",TAX,"47590","2025-09-03",#6853,EUC-09020802-V1-00120000,SalesReceipt
,,,"76.95",SubTotalLineDetail,,,,,,,,,,"47590","2025-09-03",#6853,,SalesReceipt
"1","1.0",,"28.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"28.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47596","2025-09-03",#6851,EUC-09020802-V1-00120000,SalesReceipt
,,,"28.0",SubTotalLineDetail,,,,,,,,,,"47596","2025-09-03",#6851,,SalesReceipt
"1","1.0",,"4.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"4.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47595","2025-09-03",#6848,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"12.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"12.99","1.0","77","5000-12 Retail Store Revenue",TAX,"47595","2025-09-03",#6848,EUC-09020802-V1-00120000,SalesReceipt
,,,"16.99",SubTotalLineDetail,,,,,,,,,,"47595","2025-09-03",#6848,,SalesReceipt
"1","1.0",,"60.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"60.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47594","2025-09-03",#6849,EUC-09020802-V1-00120000,SalesReceipt
,,,"60.0",SubTotalLineDetail,,,,,,,,,,"47594","2025-09-03",#6849,,SalesReceipt
"1","1.0",,"19.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"19.99","1.0","77","5000-12 Retail Store Revenue",TAX,"47593","2025-09-03",#6854,EUC-09020802-V1-00120000,SalesReceipt
,,,"19.99",SubTotalLineDetail,,,,,,,,,,"47593","2025-09-03",#6854,,SalesReceipt
"1","1.0",,"8.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"8.99","1.0","77","5000-12 Retail Store Revenue",TAX,"47597","2025-09-03",#6850,EUC-09020802-V1-00120000,SalesReceipt
,,,"8.99",SubTotalLineDetail,,,,,,,,,,"47597","2025-09-03",#6850,,SalesReceipt
"1","1.0",,"30.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"30.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47676","2025-09-04",#6857,EUC-09020802-V1-00120000,SalesReceipt
,,,"30.0",SubTotalLineDetail,,,,,,,,,,"47676","2025-09-04",#6857,,SalesReceipt
"1","1.0",,"90.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"90.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47675","2025-09-04",#6860,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"22.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"22.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47675","2025-09-04",#6860,EUC-09020802-V1-00120000,SalesReceipt
"3","3.0",,"4.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"4.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47675","2025-09-04",#6860,EUC-09020802-V1-00120000,SalesReceipt
,,,"116.0",SubTotalLineDetail,,,,,,,,,,"47675","2025-09-04",#6860,,SalesReceipt
"1","1.0",,"10.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.99","1.0","77","5000-12 Retail Store Revenue",TAX,"47679","2025-09-04",#6858,EUC-09020802-V1-00120000,SalesReceipt
,,,"10.99",SubTotalLineDetail,,,,,,,,,,"47679","2025-09-04",#6858,,SalesReceipt
"1","1.0",,"13.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"13.99","1.0","77","5000-12 Retail Store Revenue",TAX,"47678","2025-09-04",#6859,EUC-09020802-V1-00120000,SalesReceipt
,,,"13.99",SubTotalLineDetail,,,,,,,,,,"47678","2025-09-04",#6859,,SalesReceipt
"1","1.0",,"28.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"28.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47677","2025-09-04",#6856,EUC-09020802-V1-00120000,SalesReceipt
,,,"28.0",SubTotalLineDetail,,,,,,,,,,"47677","2025-09-04",#6856,,SalesReceipt
"1","1.0",,"10.5",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.5","1.0","77","5000-12 Retail Store Revenue",TAX,"47680","2025-09-04",#6861,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"10.5",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.5","1.0","77","5000-12 Retail Store Revenue",TAX,"47680","2025-09-04",#6861,EUC-09020802-V1-00120000,SalesReceipt
,,,"21.0",SubTotalLineDetail,,,,,,,,,,"47680","2025-09-04",#6861,,SalesReceipt
"1","1.0",,"12.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"12.99","1.0","77","5000-12 Retail Store Revenue",TAX,"47872","2025-09-08",#6878,EUC-09020802-V1-00120000,SalesReceipt
,,,"12.99",SubTotalLineDetail,,,,,,,,,,"47872","2025-09-08",#6878,,SalesReceipt
"1","1.0",,"35.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"35.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47871","2025-09-08",#6879,EUC-09020802-V1-00120000,SalesReceipt
,,,"35.0",SubTotalLineDetail,,,,,,,,,,"47871","2025-09-08",#6879,,SalesReceipt
"1","1.0",,"30.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"30.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47874","2025-09-08",#6876,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"30.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"30.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47874","2025-09-08",#6876,EUC-09020802-V1-00120000,SalesReceipt
"3","3.0",,"24.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"24.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47874","2025-09-08",#6876,EUC-09020802-V1-00120000,SalesReceipt
"4","4.0",,"20.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"20.0","1.0","77","5000-12 Retail Store Revenue",TAX,"47874","2025-09-08",#6876,EUC-09020802-V1-00120000,SalesReceipt
